case_id,offender_race,victim_race,sentence
2894,black,black,jail
2895,white,white,jail
2896,white,white,jail
2897,black,black,jail
2898,black,black,jail
2899,white,white,jail
2900,black,black,jail
2901,black,white,jail
2902,white,white,jail
2903,black,black,jail
2904,black,black,jail
2905,black,black,jail
2906,white,white,jail
2907,white,white,jail
2908,black,white,jail
2909,white,white,jail
2910,white,white,jail
2911,white,white,jail
2912,white,white,jail
2913,white,white,jail
2914,white,white,jail
2915,white,white,jail
2916,black,black,jail
2917,black,black,jail
2918,white,white,jail
2919,black,black,jail
2920,white,white,jail
2921,white,white,jail
2922,white,white,jail
2923,white,white,jail
2924,black,black,jail
2925,white,white,jail
2926,black,black,jail
2927,white,white,jail
2928,white,white,jail
2929,black,black,jail
2930,black,black,jail
2931,black,white,jail
2932,white,white,jail
2933,white,white,jail
2934,black,black,jail
2935,white,black,jail
2936,white,white,jail
2937,black,white,jail
2938,white,white,jail
2939,white,white,jail
2940,black,black,jail
2941,black,black,jail
2942,black,black,jail
2943,white,white,jail
2944,black,black,jail
2945,black,black,jail
2946,black,black,jail
2947,white,white,jail
2948,white,white,jail
2949,white,white,jail
2950,white,white,jail
2951,white,white,jail
2952,white,white,jail
2953,black,black,jail
2954,white,white,jail
2955,white,white,jail
2956,white,white,jail
2957,white,white,jail
2958,white,white,jail
2959,white,white,jail
2960,white,white,jail
2961,white,white,jail
2962,white,white,jail
2963,black,black,jail
2964,black,black,jail
2965,black,black,jail
2966,black,black,jail
2967,white,white,jail
2968,white,white,jail
2969,black,black,jail
2970,white,white,jail
2971,black,black,jail
2972,white,white,jail
2973,black,black,jail
2974,white,white,jail
2975,black,black,jail
2976,white,white,jail
2977,white,white,jail
2978,white,white,jail
2979,white,white,jail
2980,black,black,jail
2981,black,black,jail
2982,black,black,jail
2983,black,black,jail
2984,black,black,jail
2985,white,white,jail
2986,black,black,jail
2987,white,white,jail
2988,black,white,jail
2989,black,black,jail
2990,white,white,jail
2991,black,black,jail
2992,black,black,jail
2993,black,black,jail
2994,black,black,jail
2995,black,black,jail
2996,white,white,jail
2997,white,white,jail
2998,black,black,jail
2999,white,white,jail
3000,white,white,jail
3001,black,white,jail
3002,white,white,jail
3003,white,white,jail
3004,black,black,jail
3005,black,black,jail
3006,black,black,jail
3007,black,black,jail
3008,black,black,jail
3009,black,black,jail
3010,black,black,jail
3011,white,white,jail
3012,white,white,jail
3013,white,white,jail
3014,black,black,jail
3015,white,white,jail
3016,black,black,jail
3017,black,black,jail
3018,black,black,jail
3019,black,black,jail
3020,white,white,jail
3021,black,white,jail
3022,black,black,jail
3023,black,black,jail
3024,black,black,jail
3025,black,white,jail
3026,black,black,jail
3027,black,white,death
3028,white,white,jail
3029,white,white,jail
3030,white,white,jail
3031,white,white,jail
3032,black,white,jail
3033,white,white,jail
3034,white,white,jail
3035,black,black,jail
3036,black,black,jail
3037,white,white,jail
3038,black,black,jail
3039,black,black,jail
3040,white,white,jail
3041,white,white,jail
3042,white,white,jail
3043,white,white,jail
3044,black,white,jail
3045,white,white,jail
3046,black,white,jail
3047,black,black,jail
3048,black,black,jail
3049,white,white,jail
3050,black,black,jail
3051,black,white,jail
3052,black,black,jail
3053,white,white,jail
3054,white,white,jail
3055,white,white,jail
3056,black,black,jail
3057,black,black,jail
3058,white,white,jail
3059,white,white,jail
3060,white,white,jail
3061,black,black,jail
3062,white,white,jail
3063,white,white,jail
3064,white,white,jail
3065,white,black,jail
3066,white,white,jail
3067,white,white,jail
3068,white,white,jail
3069,black,black,jail
3070,white,white,jail
3071,white,white,jail
3072,white,white,jail
3073,black,black,jail
3074,white,white,jail
3075,white,white,jail
3076,black,black,jail
3077,black,black,jail
3078,black,white,jail
3079,black,black,jail
3080,white,white,jail
3081,black,black,jail
3082,white,white,jail
3083,black,black,jail
3084,black,black,jail
3085,black,black,jail
3086,black,black,jail
3087,black,black,jail
3088,white,black,jail
3089,white,white,jail
3090,white,white,jail
3091,white,white,jail
3092,white,white,jail
3093,white,white,jail
3094,white,white,jail
3095,black,black,jail
3096,black,white,jail
3097,black,black,jail
3098,white,white,jail
3099,white,white,jail
3100,black,white,jail
3101,black,black,jail
3102,white,white,jail
3103,white,white,jail
3104,white,white,jail
3105,black,black,jail
3106,black,white,jail
3107,black,black,jail
3108,white,white,jail
3109,white,white,jail
3110,black,black,jail
3111,white,white,jail
3112,white,white,jail
3113,black,white,jail
3114,white,white,jail
3115,black,black,jail
3116,white,white,jail
3117,black,white,jail
3118,white,white,jail
3119,black,black,jail
3120,white,white,jail
3121,black,black,jail
3122,black,black,jail
3123,black,black,jail
3124,black,white,jail
3125,black,white,jail
3126,black,black,jail
3127,white,white,jail
3128,black,black,jail
3129,black,black,jail
3130,white,white,jail
3131,white,white,jail
3132,white,white,jail
3133,black,black,jail
3134,black,black,jail
3135,white,white,jail
3136,black,black,jail
3137,white,white,jail
3138,white,white,jail
3139,black,black,jail
3140,black,black,jail
3141,black,black,jail
3142,black,white,jail
3143,white,white,jail
3144,white,white,death
3145,black,white,jail
3146,white,white,jail
3147,black,white,jail
3148,white,white,jail
3149,black,black,jail
3150,white,white,jail
3151,white,white,jail
3152,white,white,jail
3153,white,white,jail
3154,white,white,jail
3155,white,white,jail
3156,white,white,jail
3157,white,white,jail
3158,black,black,jail
3159,black,black,jail
3160,black,black,jail
3161,white,white,jail
3162,black,black,jail
3163,black,black,jail
3164,white,white,jail
3165,black,white,jail
3166,white,white,jail
3167,black,black,jail
3168,white,white,jail
3169,black,black,jail
3170,white,white,jail
3171,white,white,jail
3172,white,white,jail
3173,white,white,jail
3174,black,black,jail
3175,white,black,jail
3176,black,white,jail
3177,black,black,jail
3178,white,white,jail
3179,white,white,jail
3180,white,white,jail
3181,white,white,jail
3182,black,black,jail
3183,white,white,jail
3184,black,white,jail
3185,white,white,jail
3186,white,white,jail
3187,black,black,jail
3188,white,white,jail
3189,black,black,jail
3190,white,white,jail
3191,white,white,jail
3192,black,black,jail
3193,black,black,jail
3194,white,white,jail
3195,white,white,jail
3196,black,black,jail
3197,black,black,jail
3198,black,black,jail
3199,black,black,jail
3200,black,black,jail
3201,white,white,jail
3202,black,white,jail
3203,white,white,death
3204,white,white,jail
3205,white,white,jail
3206,black,black,jail
3207,white,white,jail
3208,black,black,jail
3209,white,white,jail
3210,black,black,jail
3211,white,white,jail
3212,black,black,jail
3213,white,white,jail
3214,black,black,jail
3215,white,white,jail
3216,black,black,jail
3217,white,white,jail
3218,white,white,jail
3219,white,white,jail
3220,white,white,jail
3221,black,black,jail
3222,black,black,jail
3223,black,black,jail
3224,white,white,jail
3225,white,white,jail
3226,black,black,jail
3227,black,black,jail
3228,white,white,jail
3229,white,white,jail
3230,white,black,jail
3231,white,white,jail
3232,black,white,jail
3233,white,black,jail
3234,black,white,jail
3235,white,white,jail
3236,white,white,jail
3237,white,white,jail
3238,black,black,jail
3239,white,white,jail
3240,black,black,jail
3241,white,white,jail
3242,black,black,jail
3243,white,white,jail
3244,white,white,jail
3245,white,white,jail
3246,black,black,jail
3247,black,black,jail
3248,white,white,jail
3249,white,white,jail
3250,white,white,jail
3251,white,white,jail
3252,black,white,jail
3253,white,white,death
3254,white,white,jail
3255,white,white,jail
3256,black,black,jail
3257,black,white,jail
3258,black,black,jail
3259,black,black,jail
3260,black,black,jail
3261,black,black,jail
3262,black,black,jail
3263,white,white,jail
3264,white,white,jail
3265,white,white,jail
3266,black,black,jail
3267,black,black,jail
3268,black,white,jail
3269,white,white,jail
3270,black,black,jail
3271,white,white,jail
3272,white,white,jail
3273,black,black,jail
3274,white,white,jail
3275,black,black,jail
3276,black,white,jail
3277,black,white,jail
3278,black,white,jail
3279,black,black,jail
3280,black,black,jail
3281,black,black,jail
3282,white,white,jail
3283,black,black,jail
3284,white,white,jail
3285,white,white,jail
3286,black,black,jail
3287,black,black,jail
3288,black,black,jail
3289,white,white,jail
3290,white,white,jail
3291,black,white,jail
3292,black,black,jail
3293,black,black,jail
3294,white,white,jail
3295,white,white,jail
3296,white,white,jail
3297,white,white,jail
3298,white,white,death
3299,white,white,jail
3300,black,black,jail
3301,black,black,jail
3302,white,white,jail
3303,white,white,jail
3304,black,black,jail
3305,white,white,jail
3306,black,white,jail
3307,black,black,jail
3308,black,black,jail
3309,white,black,jail
3310,white,white,jail
3311,black,black,jail
3312,white,white,jail
3313,white,white,jail
3314,white,white,jail
3315,white,white,jail
3316,white,white,jail
3317,white,white,jail
3318,black,white,jail
3319,white,white,jail
3320,white,white,jail
3321,black,black,jail
3322,black,black,jail
3323,white,white,jail
3324,black,black,jail
3325,white,white,jail
3326,black,white,jail
3327,black,black,jail
3328,white,white,jail
3329,white,white,jail
3330,black,black,jail
3331,black,black,jail
3332,white,white,jail
3333,white,white,jail
3334,white,white,jail
3335,black,black,jail
3336,white,white,jail
3337,black,white,jail
3338,black,black,jail
3339,white,white,jail
3340,black,black,jail
3341,black,black,jail
3342,white,white,jail
3343,white,white,jail
3344,white,white,jail
3345,white,white,jail
3346,white,white,jail
3347,black,black,jail
3348,white,white,jail
3349,black,white,jail
3350,black,black,jail
3351,white,white,jail
3352,white,white,jail
3353,black,black,jail
3354,white,white,jail
3355,black,black,jail
3356,black,black,jail
3357,black,black,jail
3358,black,black,jail
3359,black,black,jail
3360,black,black,jail
3361,black,black,jail
3362,black,black,jail
3363,black,black,jail
3364,white,white,jail
3365,black,black,jail
3366,black,black,jail
3367,white,white,jail
3368,white,white,jail
3369,black,black,jail
3370,white,white,jail
3371,white,white,jail
3372,white,white,jail
3373,black,black,jail
3374,white,white,jail
3375,white,white,jail
3376,black,black,jail
3377,white,white,jail
3378,black,black,jail
3379,white,white,jail
3380,black,black,jail
3381,black,black,jail
3382,black,black,jail
3383,white,white,jail
3384,white,white,jail
3385,white,white,jail
3386,black,black,death
3387,white,white,jail
3388,white,white,jail
3389,white,white,jail
3390,black,black,jail
3391,black,black,jail
3392,black,black,jail
3393,white,white,death
3394,white,white,jail
3395,black,black,jail
3396,white,white,jail
3397,black,white,jail
3398,white,white,jail
3399,white,white,jail
3400,white,white,jail
3401,black,white,jail
3402,white,white,jail
3403,white,white,jail
3404,black,black,jail
3405,black,black,jail
3406,black,black,jail
3407,black,black,jail
3408,black,black,jail
3409,white,white,jail
3410,white,white,jail
3411,white,white,jail
3412,white,white,jail
3413,white,white,jail
3414,white,white,jail
3415,black,black,jail
3416,black,black,jail
3417,white,white,jail
3418,white,white,jail
3419,white,white,jail
3420,black,black,jail
3421,white,white,jail
3422,black,black,jail
3423,black,black,jail
3424,white,white,jail
3425,white,white,jail
3426,white,white,jail
3427,white,white,jail
3428,black,black,jail
3429,white,white,jail
3430,white,white,jail
3431,white,white,jail
3432,black,black,jail
3433,white,white,jail
3434,black,black,jail
3435,white,white,jail
3436,black,black,jail
3437,black,black,jail
3438,white,white,jail
3439,black,black,jail
3440,black,black,jail
3441,white,white,jail
3442,white,white,jail
3443,black,black,jail
3444,white,white,jail
3445,black,black,jail
3446,black,black,jail
3447,black,black,jail
3448,white,white,jail
3449,black,black,jail
3450,black,black,jail
3451,black,black,jail
3452,black,black,jail
3453,white,white,jail
3454,black,black,jail
3455,black,black,jail
3456,black,white,jail
3457,black,white,jail
3458,white,white,jail
3459,black,black,jail
3460,white,white,jail
3461,black,black,jail
3462,black,black,jail
3463,white,white,jail
3464,black,black,jail
3465,white,white,jail
3466,black,black,jail
3467,white,white,jail
3468,black,black,jail
3469,white,white,jail
3470,white,white,jail
3471,black,black,jail
3472,white,white,jail
3473,black,black,jail
3474,white,black,jail
3475,white,white,jail
3476,black,black,jail
3477,black,black,jail
3478,white,white,jail
3479,black,black,jail
3480,black,black,jail
3481,white,white,jail
3482,white,white,jail
3483,white,white,jail
3484,black,white,jail
3485,black,black,jail
3486,black,black,jail
3487,black,black,jail
3488,black,black,jail
3489,black,black,jail
3490,black,white,jail
3491,black,black,jail
3492,black,black,jail
3493,black,black,jail
3494,black,black,jail
3495,black,black,jail
3496,white,white,jail
3497,black,black,jail
3498,black,black,jail
3499,black,black,jail
3500,white,white,jail
3501,black,black,jail
3502,black,black,jail
3503,white,white,jail
3504,white,white,jail
3505,black,black,jail
3506,white,white,jail
3507,white,white,jail
3508,white,white,jail
3509,black,white,death
3510,black,black,jail
3511,white,white,jail
3512,black,black,jail
3513,white,white,jail
3514,black,white,jail
3515,white,white,jail
3516,white,white,jail
3517,white,white,jail
3518,white,white,jail
3519,black,black,jail
3520,white,white,jail
3521,white,white,jail
3522,white,white,jail
3523,black,black,jail
3524,white,white,jail
3525,black,black,jail
3526,white,white,jail
3527,white,white,jail
3528,white,white,jail
3529,black,black,jail
3530,black,black,jail
3531,black,white,jail
3532,white,white,jail
3533,black,white,jail
3534,black,white,jail
3535,white,white,jail
3536,black,black,jail
3537,black,black,jail
3538,white,white,jail
3539,black,black,jail
3540,white,white,jail
3541,black,black,jail
3542,white,white,jail
3543,white,white,jail
3544,black,black,jail
3545,black,black,jail
3546,white,white,jail
3547,white,white,jail
3548,white,white,jail
3549,white,white,jail
3550,white,white,jail
3551,white,white,jail
3552,black,black,jail
3553,black,black,jail
3554,black,black,jail
3555,black,black,jail
3556,black,black,jail
3557,black,black,jail
3558,black,black,jail
3559,black,white,jail
3560,white,white,jail
3561,white,white,jail
3562,black,black,jail
3563,white,white,jail
3564,black,black,jail
3565,white,white,jail
3566,white,white,jail
3567,white,white,jail
3568,black,black,jail
3569,white,white,jail
3570,white,white,jail
3571,black,black,jail
3572,white,black,jail
3573,black,black,jail
3574,white,white,jail
3575,white,white,jail
3576,black,white,jail
3577,black,white,jail
3578,white,white,jail
3579,black,black,jail
3580,black,white,jail
3581,black,black,jail
3582,white,white,jail
3583,white,white,jail
3584,black,black,jail
3585,white,white,jail
3586,black,black,jail
3587,white,white,jail
3588,black,black,jail
3589,white,white,jail
3590,white,white,jail
3591,white,white,jail
3592,white,white,jail
3593,white,white,jail
3594,white,white,jail
3595,black,black,jail
3596,white,white,jail
3597,black,white,jail
3598,black,black,jail
3599,black,black,jail
3600,white,white,jail
3601,white,white,jail
3602,black,black,jail
3603,black,black,jail
3604,black,black,jail
3605,white,white,jail
3606,black,black,jail
3607,black,black,jail
3608,black,black,jail
3609,black,black,jail
3610,black,black,jail
3611,black,black,jail
3612,white,white,jail
3613,black,black,jail
3614,black,white,jail
3615,white,white,jail
3616,black,black,jail
3617,white,white,jail
3618,black,black,jail
3619,white,black,jail
3620,black,black,jail
3621,black,white,jail
3622,black,black,jail
3623,black,black,jail
3624,white,white,jail
3625,black,black,jail
3626,black,black,jail
3627,white,white,jail
3628,black,black,death
3629,black,white,jail
3630,black,white,jail
3631,white,black,jail
3632,black,black,jail
3633,black,black,jail
3634,white,white,jail
3635,black,black,jail
3636,white,white,jail
3637,black,black,jail
3638,white,black,jail
3639,black,black,jail
3640,white,white,jail
3641,black,black,jail
3642,white,white,jail
3643,black,black,jail
3644,white,white,jail
3645,black,black,jail
3646,white,white,jail
3647,white,white,jail
3648,black,black,jail
3649,white,white,jail
3650,black,white,jail
3651,white,white,jail
3652,black,black,jail
3653,black,white,jail
3654,black,black,jail
3655,white,white,jail
3656,black,black,jail
3657,white,white,jail
3658,black,black,jail
3659,white,white,jail
3660,white,white,jail
3661,black,black,jail
3662,white,white,jail
3663,black,white,jail
3664,black,white,jail
3665,black,black,jail
3666,black,white,jail
3667,black,white,jail
3668,black,black,jail
3669,black,white,jail
3670,white,white,jail
3671,black,white,jail
3672,black,black,jail
3673,white,white,jail
3674,white,white,jail
3675,white,white,jail
3676,white,white,jail
3677,white,white,jail
3678,black,black,jail
3679,black,black,jail
3680,black,black,jail
3681,black,black,jail
3682,white,white,jail
3683,black,black,jail
3684,black,black,jail
3685,white,white,jail
3686,black,black,jail
3687,white,black,jail
3688,white,white,jail
3689,black,black,jail
3690,white,white,jail
3691,black,black,jail
3692,white,white,death
3693,white,white,jail
3694,white,white,jail
3695,black,black,jail
3696,black,black,jail
3697,white,white,jail
3698,black,black,jail
3699,white,white,jail
3700,white,white,jail
3701,black,black,jail
3702,white,white,jail
3703,black,black,jail
3704,white,white,death
3705,black,black,jail
3706,white,white,jail
3707,white,white,jail
3708,white,white,jail
3709,black,black,jail
3710,black,black,jail
3711,black,black,jail
3712,black,black,jail
3713,white,white,jail
3714,white,white,jail
3715,black,black,jail
3716,white,white,jail
3717,black,black,jail
3718,black,black,jail
3719,black,black,jail
3720,white,white,jail
3721,black,black,jail
3722,white,black,jail
3723,black,white,jail
3724,white,white,jail
3725,black,black,jail
3726,white,white,jail
3727,white,white,jail
3728,white,white,jail
3729,black,black,jail
3730,white,white,jail
3731,white,white,jail
3732,black,black,jail
3733,black,black,jail
3734,black,black,jail
3735,white,white,death
3736,black,black,jail
3737,black,black,jail
3738,black,black,jail
3739,black,black,jail
3740,white,white,jail
3741,black,black,jail
3742,black,white,jail
3743,black,black,jail
3744,white,white,jail
3745,black,black,jail
3746,white,white,jail
3747,white,white,jail
3748,black,black,jail
3749,black,black,jail
3750,white,white,jail
3751,black,black,jail
3752,black,black,jail
3753,black,black,jail
3754,white,white,jail
3755,white,white,death
3756,black,black,jail
3757,black,black,jail
3758,white,white,jail
3759,white,white,jail
3760,black,black,jail
3761,black,black,jail
3762,black,white,jail
3763,white,white,jail
3764,black,black,jail
3765,black,black,jail
3766,white,white,jail
3767,white,white,jail
3768,black,black,jail
3769,white,white,jail
3770,black,black,jail
3771,black,black,jail
3772,white,white,jail
3773,white,white,jail
3774,white,white,jail
3775,black,black,jail
3776,white,white,jail
3777,white,white,jail
3778,white,white,jail
3779,black,black,jail
3780,white,white,jail
3781,black,black,jail
3782,black,black,jail
3783,black,black,jail
3784,white,white,jail
3785,black,white,jail
3786,white,white,jail
3787,white,white,death
3788,white,white,jail
3789,black,black,jail
3790,white,white,jail
3791,white,white,jail
3792,black,black,jail
3793,black,white,jail
3794,black,black,jail
3795,black,black,jail
3796,black,black,jail
3797,black,black,jail
3798,black,black,jail
3799,black,black,jail
3800,black,black,jail
3801,white,white,jail
3802,white,white,jail
3803,white,white,jail
3804,white,white,jail
3805,black,white,jail
3806,white,white,jail
3807,white,white,jail
3808,white,white,jail
3809,white,white,jail
3810,black,black,jail
3811,black,black,jail
3812,white,white,jail
3813,white,white,jail
3814,black,white,jail
3815,black,black,jail
3816,black,black,jail
3817,black,black,jail
3818,black,black,jail
3819,white,white,jail
3820,black,black,jail
3821,black,black,jail
3822,black,black,jail
3823,white,white,jail
3824,white,black,jail
3825,black,black,jail
3826,black,black,jail
3827,white,white,jail
3828,white,white,jail
3829,black,white,jail
3830,white,white,jail
3831,black,black,jail
3832,black,white,jail
3833,white,white,jail
3834,white,white,jail
3835,white,white,jail
3836,white,white,jail
3837,black,black,jail
3838,white,white,jail
3839,black,black,jail
3840,black,black,jail
3841,black,black,jail
3842,black,black,jail
3843,black,black,jail
3844,black,black,jail
3845,white,white,jail
3846,white,white,jail
3847,white,white,jail
3848,white,white,jail
3849,black,black,jail
3850,black,black,jail
3851,black,black,jail
3852,white,white,jail
3853,black,black,jail
3854,white,white,jail
3855,black,black,jail
3856,black,black,jail
3857,white,white,jail
3858,black,black,jail
3859,white,white,jail
3860,white,white,jail
3861,white,white,jail
3862,black,black,jail
3863,black,black,jail
3864,white,white,jail
3865,black,black,jail
3866,black,black,jail
3867,black,black,jail
3868,black,black,jail
3869,white,white,jail
3870,black,black,jail
3871,white,white,jail
3872,white,white,jail
3873,white,white,jail
3874,white,white,jail
3875,white,white,jail
3876,white,white,jail
3877,black,black,jail
3878,black,black,jail
3879,black,white,jail
3880,black,black,jail
3881,black,white,jail
3882,black,black,jail
3883,white,white,jail
3884,black,white,death
3885,white,white,jail
3886,black,black,jail
3887,black,black,jail
3888,black,black,jail
3889,black,white,jail
3890,white,white,jail
3891,black,black,jail
3892,black,black,jail
3893,black,black,jail
3894,white,white,jail
3895,black,white,death
3896,black,white,jail
3897,white,black,jail
3898,white,white,jail
3899,white,black,jail
3900,black,black,jail
3901,white,white,jail
3902,black,white,jail
3903,black,black,jail
3904,white,white,jail
3905,white,white,jail
3906,white,white,jail
3907,black,black,jail
3908,black,black,jail
3909,black,black,jail
3910,white,white,jail
3911,white,white,jail
3912,black,black,jail
3913,black,white,jail
3914,black,black,jail
3915,black,black,jail
3916,white,white,jail
3917,black,black,jail
3918,black,black,jail
3919,white,white,jail
3920,black,white,death
3921,black,black,jail
3922,black,black,jail
3923,black,black,jail
3924,black,black,jail
3925,black,black,jail
3926,black,black,jail
3927,black,black,jail
3928,white,white,jail
3929,white,white,jail
3930,black,black,jail
3931,white,white,jail
3932,white,white,jail
3933,black,black,jail
3934,white,white,jail
3935,black,black,jail
3936,white,white,jail
3937,white,white,jail
3938,white,white,jail
3939,white,white,jail
3940,black,black,jail
3941,black,black,jail
3942,white,white,jail
3943,black,black,jail
3944,black,black,jail
3945,black,black,jail
3946,white,white,jail
3947,white,white,jail
3948,black,black,jail
3949,black,black,jail
3950,black,black,jail
3951,black,black,jail
3952,black,white,jail
3953,black,black,jail
3954,white,white,jail
3955,black,black,jail
3956,black,black,jail
3957,white,white,jail
3958,white,white,jail
3959,black,black,jail
3960,black,black,jail
3961,white,white,jail
3962,black,black,jail
3963,black,white,jail
3964,white,white,jail
3965,black,black,death
3966,white,white,jail
3967,black,black,jail
3968,black,black,jail
3969,black,white,jail
3970,white,white,jail
3971,black,black,jail
3972,black,black,jail
3973,black,black,jail
3974,white,black,jail
3975,black,black,jail
3976,black,black,jail
3977,black,black,jail
3978,black,black,jail
3979,black,black,jail
3980,white,white,jail
3981,black,black,jail
3982,white,white,jail
3983,white,white,jail
3984,black,black,jail
3985,black,black,jail
3986,black,black,jail
3987,black,black,jail
3988,black,black,jail
3989,black,black,jail
3990,white,white,jail
3991,white,white,jail
3992,white,white,jail
3993,black,black,jail
3994,white,white,jail
3995,black,white,jail
3996,black,black,jail
3997,black,black,jail
3998,black,white,jail
3999,white,black,jail
4000,white,white,jail
4001,white,white,jail
4002,black,black,jail
4003,white,black,jail
4004,black,black,jail
4005,white,white,jail
4006,black,black,jail
4007,black,black,jail
4008,white,white,jail
4009,black,black,jail
4010,white,white,jail
4011,black,black,jail
4012,white,white,jail
4013,white,white,jail
4014,white,white,jail
4015,black,white,jail
4016,white,white,jail
4017,white,white,jail
4018,white,white,jail
4019,black,black,jail
4020,white,white,jail
4021,black,black,jail
4022,black,black,jail
4023,black,black,jail
4024,black,black,jail
4025,black,black,jail
4026,white,white,jail
4027,black,black,jail
4028,white,white,jail
4029,white,white,jail
4030,black,black,jail
4031,white,white,jail
4032,white,white,jail
4033,white,white,jail
4034,black,black,jail
4035,black,black,jail
4036,black,white,jail
4037,white,white,jail
4038,white,black,jail
4039,white,white,jail
4040,black,white,jail
4041,black,black,jail
4042,black,white,jail
4043,white,white,jail
4044,black,white,jail
4045,black,black,jail
4046,black,black,jail
4047,white,white,jail
4048,white,white,jail
4049,black,black,jail
4050,black,black,jail
4051,black,white,jail
4052,white,white,jail
4053,white,white,jail
4054,white,white,jail
4055,white,black,jail
4056,white,white,jail
4057,black,black,jail
4058,black,black,jail
4059,white,white,jail
4060,black,black,jail
4061,white,white,jail
4062,black,black,jail
4063,black,white,jail
4064,black,black,jail
4065,white,white,jail
4066,black,white,jail
4067,white,white,jail
4068,black,black,jail
4069,black,black,jail
4070,white,white,jail
4071,black,black,jail
4072,black,black,jail
4073,black,black,jail
4074,white,white,jail
4075,black,white,jail
4076,white,white,jail
4077,white,white,jail
4078,white,black,jail
4079,black,black,jail
4080,black,black,jail
4081,black,black,jail
4082,white,white,jail
4083,white,white,jail
4084,white,white,jail
4085,white,white,jail
4086,black,black,jail
4087,black,black,jail
4088,black,black,jail
4089,black,black,jail
4090,black,black,jail
4091,white,white,jail
4092,black,black,jail
4093,white,white,jail
4094,black,white,jail
4095,white,white,death
4096,white,white,jail
4097,white,white,jail
4098,black,white,jail
4099,black,white,jail
4100,black,black,jail
4101,black,black,jail
4102,black,black,jail
4103,black,black,jail
4104,black,black,jail
4105,white,white,jail
4106,black,black,jail
4107,black,black,jail
4108,white,white,jail
4109,white,white,jail
4110,black,black,jail
4111,black,black,jail
4112,white,white,jail
4113,white,white,jail
4114,black,black,jail
4115,black,white,jail
4116,white,white,jail
4117,white,white,jail
4118,black,black,jail
4119,white,white,jail
4120,white,white,jail
4121,white,white,jail
4122,white,white,jail
4123,white,white,jail
4124,white,white,jail
4125,black,black,jail
4126,white,white,jail
4127,white,white,jail
4128,black,black,jail
4129,black,white,jail
4130,black,black,jail
4131,black,white,death
4132,black,white,jail
4133,black,black,jail
4134,black,black,jail
4135,white,white,jail
4136,white,white,jail
4137,black,black,jail
4138,black,black,jail
4139,white,white,jail
4140,white,white,jail
4141,white,white,jail
4142,white,white,jail
4143,white,white,jail
4144,white,white,jail
4145,black,black,jail
4146,black,black,jail
4147,white,white,jail
4148,black,black,jail
4149,white,white,jail
4150,black,black,jail
4151,black,white,jail
4152,white,white,jail
4153,white,white,jail
4154,black,black,jail
4155,black,black,jail
4156,black,black,jail
4157,black,black,jail
4158,black,black,jail
4159,black,black,jail
4160,black,black,jail
4161,white,white,jail
4162,black,black,jail
4163,white,white,jail
4164,black,black,jail
4165,black,black,jail
4166,white,white,jail
4167,white,white,jail
4168,black,black,jail
4169,white,white,jail
4170,black,black,jail
4171,white,black,jail
4172,black,black,jail
4173,black,black,jail
4174,white,white,jail
4175,white,white,jail
4176,white,white,jail
4177,white,white,jail
4178,white,white,jail
4179,white,white,jail
4180,black,black,jail
4181,white,white,jail
4182,white,white,jail
4183,black,black,jail
4184,black,black,jail
4185,black,black,jail
4186,white,white,jail
4187,black,black,jail
4188,white,white,jail
4189,black,black,jail
4190,white,white,jail
4191,black,black,jail
4192,black,black,jail
4193,black,black,jail
4194,white,white,jail
4195,white,white,jail
4196,white,white,jail
4197,black,white,jail
4198,black,black,jail
4199,black,black,jail
4200,black,black,jail
4201,white,white,jail
4202,white,white,jail
4203,white,white,jail
4204,white,white,jail
4205,white,white,death
4206,black,black,jail
4207,black,black,jail
4208,black,black,jail
4209,white,white,jail
4210,black,black,jail
4211,black,black,jail
4212,black,black,jail
4213,black,black,jail
4214,black,black,jail
4215,black,white,death
4216,black,black,jail
4217,black,black,jail
4218,black,black,jail
4219,white,white,jail
4220,white,white,jail
4221,white,white,jail
4222,black,black,jail
4223,black,black,jail
4224,black,black,jail
4225,white,white,jail
4226,white,white,jail
4227,white,white,jail
4228,black,black,jail
4229,white,white,jail
4230,white,white,jail
4231,black,black,jail
4232,white,white,jail
4233,black,black,jail
4234,white,white,jail
4235,black,black,jail
4236,white,white,jail
4237,white,white,jail
4238,black,black,jail
4239,white,white,jail
4240,black,black,jail
4241,black,black,jail
4242,white,black,jail
4243,black,black,jail
4244,white,white,jail
4245,white,white,jail
4246,white,white,jail
4247,white,white,jail
4248,black,black,jail
4249,black,black,jail
4250,white,white,jail
4251,white,white,jail
4252,white,white,jail
4253,black,white,jail
4254,black,black,jail
4255,white,white,death
4256,white,white,jail
4257,black,black,jail
4258,black,black,jail
4259,black,black,jail
4260,black,white,jail
4261,white,white,jail
4262,black,black,jail
4263,black,black,jail
4264,black,black,jail
4265,black,black,jail
4266,black,black,jail
4267,black,black,jail
4268,black,black,jail
4269,white,white,jail
4270,black,black,jail
4271,black,black,jail
4272,white,white,jail
4273,white,white,jail
4274,white,white,jail
4275,white,white,jail
4276,white,white,jail
4277,black,black,jail
4278,white,white,jail
4279,white,white,jail
4280,white,white,jail
4281,black,black,jail
4282,black,black,jail
4283,white,white,jail
4284,white,white,jail
4285,white,white,jail
4286,white,white,jail
4287,white,white,jail
4288,white,white,jail
4289,black,black,jail
4290,white,white,jail
4291,black,black,jail
4292,white,white,jail
4293,black,black,jail
